year,metric,value
2025-2026,applied,28230
2025-2026,admitted,2332
2025-2026,enrolled,1205
2024-2025,applied,30965
2024-2025,admitted,1688
2024-2025,enrolled,1166
2017-2018,applied,20035
2017-2018,admitted,2093
2017-2018,enrolled,1217
2010-2011,applied,18778
2010-2011,admitted,2193
2010-2011,enrolled,1139
2003-2004,applied,11855
2003-2004,admitted,2155
2003-2004,enrolled,1077
