year,metric,value
2024-2025,avg_need_based_grant_award,58196
2024-2025,avg_need_based_loan,1743
2024-2025,avg_financial_aid_package,59574
2018-2019,avg_need_based_grant_award,48886
2018-2019,avg_need_based_loan,2192
2018-2019,avg_financial_aid_package,49416
