year,metric,value
2024-2025,avg_need_based_grant_award,55261
2024-2025,avg_need_based_loan,4506
2024-2025,avg_financial_aid_package,71169
2022-2023,avg_need_based_grant_award,48959
2022-2023,avg_need_based_loan,4537
2022-2023,avg_financial_aid_package,63884
