year,metric,value
2024-2025,rate_6yr_pct,88.0
2024-2025,freshman_retention_rate_pct,96.0
2023-2024,rate_6yr_pct,89.0
2023-2024,freshman_retention_rate_pct,95.0
2019-2020,rate_6yr_pct,96.0
2019-2020,freshman_retention_rate_pct,95.0
