year,metric,value
2024-2025,applied,34773
2024-2025,admitted,5632
2024-2025,enrolled,2394
2023-2024,applied,36069
2023-2024,admitted,5645
2023-2024,enrolled,2335
2019-2020,applied,35552
2019-2020,admitted,9679
2019-2020,enrolled,2297
