year,metric,value
2024-2025,student_faculty_ratio,10:1
2024-2025,total_instructional_faculty,1518
2023-2024,student_faculty_ratio,10:1
2023-2024,total_instructional_faculty,1474
2019-2020,student_faculty_ratio,10.5:1
2019-2020,total_instructional_faculty,1360
