year,metric,value
2024-2025,avg_need_based_grant_award,60503
2024-2025,avg_need_based_loan,3315
2024-2025,avg_financial_aid_package,62865
2023-2024,avg_need_based_grant_award,55438
2023-2024,avg_need_based_loan,3331
2023-2024,avg_financial_aid_package,56400
2019-2020,avg_need_based_grant_award,43917
2019-2020,avg_need_based_loan,3400
2019-2020,avg_financial_aid_package,46417
