year,metric,value
2024-2025,avg_need_based_grant_award,53895
2024-2025,avg_need_based_loan,3053.0
2024-2025,avg_financial_aid_package,56841
2023-2024,avg_need_based_grant_award,51382
2023-2024,avg_need_based_loan,2542
2023-2024,avg_financial_aid_package,54282
2021-2022,avg_need_based_grant_award,48027
2021-2022,avg_need_based_loan,2372
2021-2022,avg_financial_aid_package,50631
