year,metric,value
2024-2025,avg_need_based_loan,6445
2024-2025,avg_financial_aid_package,32263
2023-2024,avg_need_based_grant_award,27469
2023-2024,avg_need_based_loan,6174
2023-2024,avg_financial_aid_package,29459
2020-2021,avg_need_based_grant_award,19830
2020-2021,avg_need_based_loan,6747
2020-2021,avg_financial_aid_package,22391
