year,metric,value
2023-2024,applied,43347
2023-2024,admitted,28326
2023-2024,enrolled,7681
2022-2023,applied,41654
2022-2023,admitted,27612
2022-2023,enrolled,7780
2012-2013,applied,46184
2012-2013,admitted,27813
2012-2013,enrolled,7707
