year,metric,value
2023-2024,student_faculty_ratio,15:1
2023-2024,total_instructional_faculty,3869
2022-2023,student_faculty_ratio,15:1
2022-2023,total_instructional_faculty,3870
2012-2013,student_faculty_ratio,13:1
2012-2013,total_instructional_faculty,4246
