year,metric,value
2023-2024,avg_need_based_grant_award,14849
2023-2024,avg_need_based_loan,3528
2023-2024,avg_financial_aid_package,14373
2022-2023,avg_need_based_grant_award,13566
2022-2023,avg_need_based_loan,3288
2022-2023,avg_financial_aid_package,12766
