year,metric,value
2024-2025,rate_6yr_pct,87.0
2024-2025,freshman_retention_rate_pct,98.0
2023-2024,freshman_retention_rate_pct,97.0
2018-2019,rate_6yr_pct,85.0
2018-2019,freshman_retention_rate_pct,97.0
