year,metric,value
2024-2025,avg_need_based_loan,3986
2024-2025,avg_financial_aid_package,14201
2023-2024,avg_need_based_grant_award,11500
2023-2024,avg_need_based_loan,3940
2018-2019,avg_need_based_grant_award,9083
2018-2019,avg_need_based_loan,4033
2018-2019,avg_financial_aid_package,15909
