year,metric,value
2023-2024,rate_6yr_pct,92.6
2017-2018,rate_6yr_pct,84.0
2017-2018,freshman_retention_rate_pct,98.3
2010-2011,freshman_retention_rate_pct,98.0
2002-2003,rate_6yr_pct,85.0
2002-2003,freshman_retention_rate_pct,95.0
