year,metric,value
2024-2025,applied,13847
2024-2025,admitted,356
2024-2025,enrolled,218
2023-2024,applied,13107
2023-2024,admitted,412
2023-2024,enrolled,266
2022-2023,applied,16626
2022-2023,admitted,448
2022-2023,enrolled,224
2017-2018,applied,7339
2017-2018,admitted,568
2017-2018,enrolled,235
2002-2003,applied,2615
2002-2003,admitted,560
2002-2003,enrolled,252
