year,metric,value
2024-2025,student_faculty_ratio,3:1
2024-2025,total_instructional_faculty,359
2023-2024,student_faculty_ratio,3:1
2023-2024,total_instructional_faculty,356
2022-2023,student_faculty_ratio,3:1
2022-2023,total_instructional_faculty,362
2017-2018,student_faculty_ratio,3:1
2017-2018,total_instructional_faculty,374
2010-2011,student_faculty_ratio,3:1
2010-2011,total_instructional_faculty,317
2002-2003,student_faculty_ratio,3.1:1
