year,metric,value
2024-2025,applied,32741
2024-2025,admitted,3950
2024-2025,enrolled,1846
2023-2024,applied,32240
2023-2024,admitted,3855
2023-2024,enrolled,1828
2019-2020,applied,25426
2019-2020,admitted,3522
2019-2020,enrolled,1732
