year,metric,sex,value
2024-2025,applied,male,17033
2024-2025,applied,female,15436
2024-2025,admitted,male,1330
2024-2025,admitted,female,1267
2024-2025,enrolled,male,1148
2020-2021,applied,male,12031
2020-2021,applied,female,11424
2020-2021,admitted,male,1281
2020-2021,admitted,female,1274
2020-2021,enrolled,male,522
2020-2021,enrolled,female,471
