year,expense,amount
2024-2025,tuition_nonresident,2773.0
2024-2025,food_and_housing,19550
2024-2025,housing_only,13150
2024-2025,food_only,6400
2024-2025,books_supplies,1490
2024-2025,transportation,700
2024-2025,other_expenses,3025
2020-2021,tuition_first_year,5207
2020-2021,tuition_in_state,2170
2020-2021,tuition_out_of_state,52070
2020-2021,required_fees,825
2020-2021,room_and_board,2021
