year,metric,value
2025-2026,applied,145086
2025-2026,admitted,13659
2025-2026,enrolled,6553
2023-2024,applied,139824
2023-2024,admitted,12341
2023-2024,enrolled,6541
2020-2021,applied,107356
2020-2021,admitted,15352
2020-2021,enrolled,6378
