year,metric,value
2025-2026,student_faculty_ratio,20:1
2025-2026,total_instructional_faculty,2598
2023-2024,student_faculty_ratio,19:1
2023-2024,total_instructional_faculty,2588
2020-2021,student_faculty_ratio,18:1
2020-2021,total_instructional_faculty,2625
