year,metric,value
2025-2026,applied,64724
2025-2026,admitted,38490
2025-2026,enrolled,5876
2024-2025,applied,60898
2024-2025,admitted,35372
2024-2025,enrolled,4596
2019-2020,applied,32091
2019-2020,admitted,18180
2019-2020,enrolled,4026
