year,metric,value
2024-2025,applied,18722
2024-2025,admitted,4056
2024-2025,enrolled,1466
2023-2024,applied,17477
2023-2024,admitted,3768
2023-2024,enrolled,1385
2018-2019,applied,12937
2018-2019,admitted,3803
2018-2019,enrolled,1421
