year,metric,value
2024-2025,avg_need_based_grant_award,66913
2024-2025,avg_need_based_loan,2808
2024-2025,avg_financial_aid_package,72851
2023-2024,avg_need_based_grant_award,63778
2023-2024,avg_need_based_loan,2527
2023-2024,avg_financial_aid_package,70642
2018-2019,avg_need_based_grant_award,50422
2018-2019,avg_need_based_loan,6422
2018-2019,avg_financial_aid_package,50820
