year,metric,value
2025-2026,applied,19342
2025-2026,admitted,6357
2025-2026,enrolled,1535
2024-2025,applied,20390
2024-2025,admitted,5287
2024-2025,enrolled,1501
2019-2020,applied,15649
2019-2020,admitted,5023
2019-2020,enrolled,1406
