year,metric,value
2024-2025,avg_need_based_grant_award,56575
2024-2025,avg_need_based_loan,3667.0
2024-2025,avg_financial_aid_package,62070
2019-2020,avg_need_based_grant_award,48666
2019-2020,avg_need_based_loan,3431
2019-2020,avg_financial_aid_package,53876
