year,expense,amount
2021-2022,tuition_first_year,62570
2021-2022,tuition_in_state,6257
2021-2022,tuition_out_of_state,3569
2021-2022,tuition_nonresident,615
2021-2022,required_fees,3569
2021-2022,room_only,9986
2021-2022,board_only,6300
2021-2022,room_and_board,16286
2021-2022,books_supplies,1366
2021-2022,transportation,1142
2021-2022,other_expenses,2306
