year,metric,value
2024-2025,applied,55489
2024-2025,admitted,42564
2024-2025,enrolled,5281
2023-2024,applied,54747
2023-2024,admitted,38473
2023-2024,enrolled,5342
2019-2020,applied,49518
2019-2020,admitted,28224
2019-2020,enrolled,4778
