year,metric,value
2024-2025,rate_6yr_pct,95.6
2024-2025,freshman_retention_rate_pct,98.0
2021-2022,rate_6yr_pct,95.0
2021-2022,freshman_retention_rate_pct,98.0
2020-2021,rate_6yr_pct,94.0
2020-2021,freshman_retention_rate_pct,95.0
