year,metric,value
2024-2025,student_faculty_ratio,5:1
2024-2025,total_instructional_faculty,1954
2021-2022,student_faculty_ratio,6:1
2021-2022,total_instructional_faculty,1606
2020-2021,student_faculty_ratio,6:1
2020-2021,total_instructional_faculty,1575
