year,metric,value
2024-2025,avg_need_based_grant_award,16408
2024-2025,avg_need_based_loan,4215
2024-2025,avg_financial_aid_package,18127
2021-2022,avg_need_based_grant_award,10593
2021-2022,avg_need_based_loan,3661
2021-2022,avg_financial_aid_package,12741
2020-2021,avg_need_based_grant_award,16110
2020-2021,avg_need_based_loan,3960
2020-2021,avg_financial_aid_package,17542
