year,expense,amount
2025-2026,tuition_first_year,74568.0
2025-2026,tuition_in_state,74568.0
2025-2026,tuition_out_of_state,74568.0
2025-2026,tuition_nonresident,9321.0
2025-2026,required_fees,3084.0
2025-2026,food_and_housing,19464.0
2025-2026,housing_only,10710.0
2025-2026,food_only,8754.0
2025-2026,transportation,2878.0
2025-2026,other_expenses,2878.0
