year,metric,value
2025-2026,avg_need_based_grant_award,73273
2025-2026,avg_need_based_loan,3114
2025-2026,avg_financial_aid_package,74353
2024-2025,avg_need_based_grant_award,74040
2024-2025,avg_need_based_loan,1908
2024-2025,avg_financial_aid_package,75093
2017-2018,avg_need_based_grant_award,54568
2017-2018,avg_need_based_loan,2423
2017-2018,avg_financial_aid_package,56320
