year,metric,value
2025-2026,rate_6yr_pct,94.5
2024-2025,rate_6yr_pct,95.2
2024-2025,freshman_retention_rate_pct,98.8
2017-2018,rate_6yr_pct,97.52
2017-2018,freshman_retention_rate_pct,99.0
2014-2015,rate_6yr_pct,98.0
2014-2015,freshman_retention_rate_pct,98.0
2010-2011,rate_6yr_pct,98.0
2010-2011,freshman_retention_rate_pct,99.0
