year,metric,value
2025-2026,applied,50264
2025-2026,admitted,2387
2025-2026,enrolled,1633
2024-2025,applied,57491
2024-2025,admitted,2227
2024-2025,enrolled,1554
2017-2018,applied,32914
2017-2018,admitted,2285
2017-2018,enrolled,1579
2014-2015,applied,30932
2014-2015,admitted,1950
2014-2015,enrolled,1360
2010-2011,applied,25869
2010-2011,admitted,2039
2010-2011,enrolled,1344
