year,metric,value
2024-2025,student_faculty_ratio,17:1
2024-2025,total_instructional_faculty,3661
2023-2024,student_faculty_ratio,16:1
2023-2024,total_instructional_faculty,3567
2018-2019,student_faculty_ratio,17:1
2018-2019,total_instructional_faculty,3785
