year,metric,value
2024-2025,applied,41357
2024-2025,admitted,32997
2024-2025,enrolled,7357
2023-2024,applied,39763
2023-2024,admitted,30645
2023-2024,enrolled,6721
2018-2019,applied,43444
2018-2019,admitted,22525
2018-2019,enrolled,5977
