year,metric,value
2024-2025,avg_need_based_grant_award,16992
2024-2025,avg_need_based_loan,3511.0
2024-2025,avg_financial_aid_package,19285
2023-2024,avg_need_based_grant_award,15530
2023-2024,avg_need_based_loan,3402
2023-2024,avg_financial_aid_package,17880
2018-2019,avg_need_based_grant_award,11360
2018-2019,avg_need_based_loan,3414
2018-2019,avg_financial_aid_package,13678
