year,metric,value
2024-2025,applied,42831
2024-2025,admitted,1955
2024-2025,enrolled,1726
2023-2024,applied,38622
2023-2024,admitted,1849
2023-2024,enrolled,1626
2022-2023,applied,37500
2022-2023,admitted,2039
2022-2023,enrolled,1729
2021-2022,applied,37958
2021-2022,admitted,2460
2021-2022,enrolled,2053
