year,metric,value
2024-2025,rate_6yr_pct,91.7
2024-2025,freshman_retention_rate_pct,99.0
2023-2024,rate_6yr_pct,91.9
2023-2024,freshman_retention_rate_pct,99.0
2022-2023,rate_6yr_pct,92.0
2022-2023,freshman_retention_rate_pct,99.0
2021-2022,rate_6yr_pct,92.6
2021-2022,freshman_retention_rate_pct,99.0
