year,metric,value
2023-2024,avg_need_based_grant_award,26582
2023-2024,avg_need_based_loan,6253
2023-2024,avg_financial_aid_package,29428
2019-2020,avg_need_based_grant_award,20689
2019-2020,avg_need_based_loan,6484
2019-2020,avg_financial_aid_package,25062
