year,metric,value
2023-2024,avg_need_based_grant_award,11100
2023-2024,avg_need_based_loan,6985
2023-2024,avg_financial_aid_package,14235
2019-2020,avg_need_based_grant_award,9744
2019-2020,avg_need_based_loan,2367
2019-2020,avg_financial_aid_package,12543
