year,metric,value
2022-2023,avg_need_based_grant_award,16233
2022-2023,avg_need_based_loan,3117
2022-2023,avg_financial_aid_package,16233
2019-2020,avg_need_based_grant_award,13720
2019-2020,avg_need_based_loan,3087
2019-2020,avg_financial_aid_package,16301
