year,metric,value
2024-2025,applied,98397
2024-2025,admitted,5132
2024-2025,enrolled,2756
2023-2024,applied,96620
2023-2024,admitted,5454
2023-2024,enrolled,2738
2020-2021,applied,64459
2020-2021,admitted,13199
2020-2021,enrolled,3128
