year,metric,value
2024-2025,student_faculty_ratio,16:1
2024-2025,total_instructional_faculty,2682
2023-2024,student_faculty_ratio,15:1
2023-2024,total_instructional_faculty,2564
2020-2021,student_faculty_ratio,14:1
2020-2021,total_instructional_faculty,1920
