year,metric,sex,value
2023-2024,applied,male,34160.0
2023-2024,applied,female,35868.0
2023-2024,admitted,male,16943.0
2023-2024,admitted,female,18645.0
2023-2024,enrolled,male,3809.0
2023-2024,enrolled,female,4253.0
2020-2021,applied,male,24581
2020-2021,applied,female,24506
2020-2021,admitted,male,16168
2020-2021,admitted,female,17451
2020-2021,enrolled,male,4099
2020-2021,enrolled,female,4580
