year,expense,amount
2020-2021,tuition_first_year,11936
2020-2021,tuition_in_state,11936
2020-2021,tuition_out_of_state,35019
2020-2021,required_fees,13352
2020-2021,room_only,9096
2020-2021,board_only,4256
2020-2021,room_and_board,13352
2020-2021,books_supplies,1082
2020-2021,transportation,578
2020-2021,other_expenses,2420
