year,metric,value
2025-2026,student_faculty_ratio,8:1
2025-2026,total_instructional_faculty,1252
2024-2025,student_faculty_ratio,5:1
2024-2025,total_instructional_faculty,1232
2023-2024,student_faculty_ratio,5:1
2023-2024,total_instructional_faculty,1232
2017-2018,student_faculty_ratio,5:1
2017-2018,total_instructional_faculty,1149
2010-2011,student_faculty_ratio,6:1
2010-2011,total_instructional_faculty,1070
