year,metric,value
2024-2025,rate_6yr_pct,95.0
2023-2024,rate_6yr_pct,96.0
2022-2023,rate_6yr_pct,96.83
2022-2023,freshman_retention_rate_pct,98.0
2017-2018,rate_6yr_pct,95.24
2017-2018,freshman_retention_rate_pct,97.0
2010-2011,rate_6yr_pct,97.0
2010-2011,freshman_retention_rate_pct,98.0
2007-2008,rate_6yr_pct,97.0
2007-2008,freshman_retention_rate_pct,96.0
