year,metric,value
2024-2025,applied,53985
2024-2025,admitted,1970
2024-2025,enrolled,1647
2023-2024,applied,56937
2023-2024,admitted,1965
2023-2024,enrolled,1645
2022-2023,applied,61221
2022-2023,admitted,1984
2022-2023,enrolled,1646
2017-2018,applied,39506
2017-2018,admitted,2037
2017-2018,enrolled,1687
2010-2011,applied,30489
2010-2011,admitted,2205
2010-2011,enrolled,1664
2007-2008,applied,22955
2007-2008,admitted,2108
2007-2008,enrolled,1659
