year,metric,value
2024-2025,applied,49460
2024-2025,admitted,3805
2024-2025,enrolled,2104
2023-2024,applied,51767
2023-2024,admitted,3739
2023-2024,enrolled,2109
2018-2019,applied,40425
2018-2019,admitted,3422
2018-2019,enrolled,1931
