year,metric,value
2024-2025,student_faculty_ratio,9:1
2024-2025,total_instructional_faculty,2330
2017-2018,student_faculty_ratio,8.9:1
2017-2018,total_instructional_faculty,2168
2010-2011,student_faculty_ratio,9:1
2010-2011,total_instructional_faculty,1802
2008-2009,student_faculty_ratio,9:1
2008-2009,total_instructional_faculty,1896
