year,metric,value
2017-2018,rate_6yr_pct,91.88
2017-2018,freshman_retention_rate_pct,97.1
2010-2011,rate_6yr_pct,93.0
2010-2011,freshman_retention_rate_pct,96.0
2008-2009,rate_6yr_pct,93.0
2008-2009,freshman_retention_rate_pct,97.0
