year,metric,sex,value
2022-2023,applied,male,39364
2022-2023,applied,female,46114
2022-2023,admitted,male,20723
2022-2023,admitted,female,26476
2022-2023,enrolled,male,4689
2022-2023,enrolled,female,4485
2019-2020,applied,male,34947
2019-2020,applied,female,36956
2019-2020,admitted,male,15917
2019-2020,admitted,female,19385
2019-2020,enrolled,male,4150
2019-2020,enrolled,female,4181
